stid,name,state,country,county,cwa,nwszone,timezone,elevation_ft,lat,lon,mnet_id,window_start_utc,window_end_utc,precip_in,first_report,last_report,report_type,count
G0933,GW0933 Pensacola,FL,US,,,,America/Chicago,16.4,30.26633,-87.26533,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,3.57,2026-05-01T16:03:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,332
C9352,CW9352 Pensacola,FL,US,,,,America/Chicago,19.91,30.33417,-87.35500,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,3.51,2026-05-01T16:00:00-0500,2026-05-02T15:50:00-0500,precip_accum_since_local_midnight,143
F4411,FW4411 Milton,FL,US,,,,America/Chicago,5.28,30.46000,-87.09667,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,3.45,2026-05-01T16:03:00-0500,2026-05-02T15:53:00-0500,precip_accum_since_local_midnight,190
E0390,EW0390 Calvert,AL,US,,,,America/Chicago,52.4,31.14667,-87.99883,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,3.44,2026-05-01T16:00:00-0500,2026-05-02T15:41:00-0500,precip_accum_since_local_midnight,250
F7996,FW7996 Perdido Key,FL,US,,,,America/Chicago,8.96,30.32700,-87.36833,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,3.08,2026-05-01T16:00:00-0500,2026-05-02T15:50:00-0500,precip_accum_since_local_midnight,142
C5236,CW5236 PENSACOLA,FL,US,,,,America/Chicago,83.66,30.47172,-87.31883,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.99,2026-05-01T16:00:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,287
G5321,GW5321 PENSACOLA,FL,US,,,,America/Chicago,7.91,30.29617,-87.42867,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.95,2026-05-01T16:04:00-0500,2026-05-02T15:54:00-0500,precip_accum_since_local_midnight,282
E4624,EW4624 Pensacola,FL,US,,,,America/Chicago,4.0,30.30633,-87.42333,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.82,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
G7241,GW7241 PENSACOLA,FL,US,,,,America/Chicago,49.21,30.42783,-87.19417,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.7,2026-05-01T16:03:00-0500,2026-05-02T15:52:00-0500,precip_accum_since_local_midnight,282
AU112,KA5ZCI Laplace,LA,US,,,,America/Chicago,7.0,30.06017,-90.44817,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.7,2026-05-01T16:00:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,238
G4271,GW4271 GULF BREEZE,FL,US,,,,America/Chicago,14.99,30.38633,-87.05217,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.62,2026-05-01T16:03:00-0500,2026-05-02T15:52:00-0500,precip_accum_since_local_midnight,282
G2037,GW2037 WILMER,AL,US,,,,America/Chicago,241.01,30.87717,-88.25950,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.62,2026-05-01T16:01:00-0500,2026-05-02T15:57:00-0500,precip_accum_since_local_midnight,276
D4135,DW4135 Milton,FL,US,,,,America/Chicago,150.66,30.66033,-87.04733,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.56,2026-05-01T16:01:00-0500,2026-05-02T15:53:00-0500,precip_accum_since_local_midnight,229
USA1,USA West,AL,US,,,,America/Chicago,170.0,30.69440,-88.19440,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.54,2026-05-01T16:02:00-0500,2026-05-02T15:49:00-0500,precip_accum_one_minute,1427
G2175,GW2175 SPANISH FORT,AL,US,,,,America/Chicago,108.27,30.66967,-87.91600,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.54,2026-05-01T16:04:00-0500,2026-05-02T15:59:00-0500,precip_accum_since_local_midnight,283
MVSA1,Mt. Vernon,AL,US,,,,America/Chicago,53.0,31.09050,-87.99870,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.39,2026-05-01T16:02:00-0500,2026-05-02T15:49:00-0500,precip_accum_one_minute,1427
D4362,DW4362 Milton,FL,US,,,,America/Chicago,154.0,30.66826,-87.06036,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.35,2026-05-01T16:01:00-0500,2026-05-02T15:31:00-0500,precip_accum_since_local_midnight,82
F3872,FW3872 Orange Beach,AL,US,,,,America/Chicago,15.81,30.28450,-87.58183,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.32,2026-05-01T16:00:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,287
E1604,EW1604 GAUTIER,MS,US,,,,America/Chicago,19.0,30.45950,-88.64750,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.3,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
KNPA,Pensacola Naval Air Station,FL,US,,,,America/Chicago,16.0,30.35641,-87.32326,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.25,2026-05-01T15:56:00-0500,2026-05-02T15:56:00-0500,precip_accum_one_hour,24
F4737,FW4737 Nokomis,AL,US,,,,America/Chicago,240.03,31.02712,-87.59266,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.21,2026-05-01T16:02:00-0500,2026-05-02T15:54:00-0500,precip_accum_since_local_midnight,272
D7066,DW7066 Pensacola,FL,US,,,,America/Chicago,108.27,30.46217,-87.19167,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.21,2026-05-01T16:02:00-0500,2026-05-02T15:56:00-0500,precip_accum_since_local_midnight,1131
G2672,GW2672 West Mobile,AL,US,,,,America/Chicago,206.99,30.67950,-88.24017,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.19,2026-05-01T16:01:00-0500,2026-05-02T15:46:00-0500,precip_accum_since_local_midnight,95
D6471,DW6471 Daphne,AL,US,,,,America/Chicago,158.99,30.63016,-87.86720,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.18,2026-05-01T16:04:00-0500,2026-05-02T15:51:00-0500,precip_accum_since_local_midnight,277
G2297,GW2297 LUCEDALE,MS,US,,,,America/Chicago,269.03,30.92300,-88.58983,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.17,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
KBFM,"Mobile, Mobile Downtown Airport",AL,US,,,,America/Chicago,23.0,30.61389,-88.06333,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.15,2026-05-01T15:53:00-0500,2026-05-02T15:53:00-0500,precip_accum_one_hour,43
G6990,GW6990 PACE,FL,US,,,,America/Chicago,144.36,30.65700,-87.14667,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.14,2026-05-01T16:02:00-0500,2026-05-02T15:56:00-0500,precip_accum_since_local_midnight,283
SHCM6,MS SANDHILL CRANE - FTS,MS,US,,,,America/Chicago,25.0,30.452780,-88.661670,2,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.12,2026-05-01T15:51:00-0500,2026-05-02T15:51:00-0500,precip_accum,24
KPNS,Pensacola - Pensacola International Airport,FL,US,,,,America/Chicago,118.0,30.47806,-87.18694,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.12,2026-05-01T15:53:00-0500,2026-05-02T15:53:00-0500,precip_accum_one_hour,57
SFPL1,FRITCHIE PORTABLE,LA,US,,,,America/Chicago,3.0,30.244170,-89.721390,2,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.11,2026-05-01T16:17:00-0500,2026-05-02T15:17:00-0500,precip_accum,23
KMOB,"Mobile, Mobile Regional Airport",AL,US,,,,America/Chicago,217.0,30.68833,-88.24556,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.07,2026-05-01T15:56:00-0500,2026-05-02T15:56:00-0500,precip_accum_one_hour,47
AR152,KC5LIO Fairhope,AL,US,,,,America/Chicago,91.53,30.51833,-87.81717,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.07,2026-05-01T16:02:00-0500,2026-05-02T15:47:00-0500,precip_accum_since_local_midnight,78
G0489,GW0489 Pensacola,FL,US,,,,America/Chicago,9.0,30.31467,-87.47833,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,2.03,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
TS947,SELA PORTABLE,LA,US,,,,America/Chicago,3.0,30.109000,-89.857830,2,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.99,2026-05-01T15:34:00-0500,2026-05-02T15:34:00-0500,precip_accum,24
USA23,Jay,FL,US,,,,America/Chicago,260.0,30.94840,-87.17060,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.98,2026-05-01T16:43:00-0500,2026-05-02T15:49:00-0500,precip_accum_one_minute,1386
KPQL,Moss Point - Trent Lott International Airport,MS,US,,,,America/Chicago,16.0,30.46305,-88.53155,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.96,2026-05-01T16:04:00-0500,2026-05-02T15:53:00-0500,precip_accum_one_hour,58
E8557,EW8557 Walnut Hill,FL,US,,,,America/Chicago,254.0,30.87983,-87.50050,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.96,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
USA3,Grand Bay,AL,US,,,,America/Chicago,54.0,30.50650,-88.36800,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.94,2026-05-01T16:02:00-0500,2026-05-02T15:49:00-0500,precip_accum_one_minute,1427
F6606,FW6606 Foley,AL,US,,,,America/Chicago,609.38,30.43121,-87.65821,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.91,2026-05-01T16:01:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
E1896,EW1896 Jay,FL,US,,,,America/Chicago,246.0,30.94917,-87.13217,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.9,2026-05-01T16:01:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
LYMM6,BILOXI RIVER NEAR LYMAN 4ESE,MS,US,,,,America/Chicago,1.0,30.48833,-89.03583,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.89,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,95
GRBM6,GRAND BAY,MS,US,,,,America/Chicago,7.0,30.438330,-88.425560,2,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.88,2026-05-01T15:50:00-0500,2026-05-02T15:50:00-0500,precip_accum,24
F6464,FW6464 Long Beach,MS,US,,,,America/Chicago,22.97,30.36467,-89.18633,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.88,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,94
BMTA1,Bay Minette FS,AL,US,,,,America/Chicago,269.0,30.88040,-87.78140,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.88,2026-05-01T16:02:00-0500,2026-05-02T15:49:00-0500,precip_accum_one_minute,1427
BONA1,BONSECOUR,AL,US,,,,America/Chicago,20.0,30.252780,-87.8125,2,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.87,2026-05-01T15:50:00-0500,2026-05-02T15:50:00-0500,precip_accum,24
SSLYH,Davenport Bayou,FL,US,,,,America/Chicago,26.0,30.38129,-87.27328,248,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.85,2026-05-01T16:02:00-0500,2026-05-02T15:07:00-0500,precip_accum_since_local_midnight,276
MSS12,Coastal Research and Extension Center,MS,US,,,,America/Chicago,56.0,30.44102,-88.94368,236,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.85,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum_fifteen_minute,94
JAYF1,Jay,FL,US,,,,America/Chicago,220.0,30.77516,-87.14015,60,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.84,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_fifteen_minute,95
CEPM6,Pascagoula,MS,US,,,,America/Chicago,9.0,30.35970,-88.52120,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.83,2026-05-01T16:02:00-0500,2026-05-02T15:51:00-0500,precip_accum_one_minute,1429
AW025,KF5WKW CANTONMENT,FL,US,,,,America/Chicago,65.0,30.54533,-87.33683,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.83,2026-05-01T16:05:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,141
AX128,KN4CGX PENSACOLA,FL,US,,,,America/Chicago,111.55,30.51750,-87.36583,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.82,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
USA12,Gasque,AL,US,,,,America/Chicago,4.0,30.23870,-87.85400,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.79,2026-05-01T16:02:00-0500,2026-05-02T15:50:00-0500,precip_accum_one_minute,1428
G6029,GW6029 FOLEY,AL,US,,,,America/Chicago,278.87,30.41333,-87.69133,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.79,2026-05-01T16:00:00-0500,2026-05-02T15:54:00-0500,precip_accum_since_local_midnight,283
BWMA1,MURDER CREEK AT HWY 41 and 29 AT BREWTON,AL,US,,,,America/Chicago,62.0,31.10083,-87.06889,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.78,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,95
USA5,Saraland,AL,US,,,,America/Chicago,20.0,30.83020,-88.06580,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.77,2026-05-01T16:02:00-0500,2026-05-02T15:49:00-0500,precip_accum_one_minute,1427
USA24,Poarch Creek,AL,US,,,,America/Chicago,294.0,31.09210,-87.54350,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.76,2026-05-01T16:02:00-0500,2026-05-02T15:50:00-0500,precip_accum_one_minute,1428
AS256,KF4IRC Mobile,AL,US,,,,America/Chicago,31.99,30.668,-88.1145,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.75,2026-05-01T16:05:00-0500,2026-05-02T15:50:00-0500,precip_accum_since_local_midnight,95
USA4,Mobile Dog River,AL,US,,,,America/Chicago,10.0,30.56090,-88.09930,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.72,2026-05-01T16:40:00-0500,2026-05-02T15:49:00-0500,precip_accum_one_minute,1389
NNHM6,HANCOCK,MS,US,,,,America/Chicago,98.0,30.451110,-89.454440,2,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.72,2026-05-01T16:09:00-0500,2026-05-02T15:09:00-0500,precip_accum,23
G2684,GW2684 Robertsdale,AL,US,,,,America/Chicago,141.08,30.53967,-87.71467,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.72,2026-05-01T16:00:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,287
PRBL1,WEST PEARL RIVER NEAR SLIDELL 5ENE,LA,US,,,,America/Chicago,32.0,30.29778,-89.70222,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.71,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,95
MNOF1,ESCAMBIA RIVER NEAR MOLINO 6SE,FL,US,,,,America/Chicago,28.0,30.67000,-87.26694,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.7,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum,85
MSS38,Poplarville,MS,US,,,,America/Chicago,328.0,30.83972,-89.54644,236,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.69,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum_fifteen_minute,94
G1824,KD1DRM POPLARVILLE,MS,US,,,,America/Chicago,264.01,30.85000,-89.52000,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.69,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
G6344,GW6344 BUSH,LA,US,,,,America/Chicago,88.58,30.60533,-89.94750,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.68,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
USA11,Loxley,AL,US,,,,America/Chicago,184.0,30.64030,-87.73150,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.65,2026-05-01T16:02:00-0500,2026-05-02T15:55:00-0500,precip_accum_one_minute,1433
F5486,FW5486 Carencro,LA,US,,,,America/Chicago,49.44,30.31517,-92.0225,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.65,2026-05-01T16:03:00-0500,2026-05-02T15:48:00-0500,precip_accum_since_local_midnight,278
MSS39,White Sand,MS,US,,,,America/Chicago,171.0,30.79660,-89.69016,236,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.64,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum_fifteen_minute,94
USA7,Robertsdale,AL,US,,,,America/Chicago,154.0,30.58400,-87.73010,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.62,2026-05-01T16:02:00-0500,2026-05-02T15:50:00-0500,precip_accum_one_minute,1428
F9403,FW9403 Summerdale,AL,US,,,,America/Chicago,129.0,30.48733,-87.74317,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.62,2026-05-01T16:01:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,283
D8180,DW8180 Pace,FL,US,,,,America/Chicago,43.0,30.58917,-87.15283,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.62,2026-05-01T16:00:00-0500,2026-05-02T15:50:00-0500,precip_accum_since_local_midnight,249
G6342,GW6342 BUSH,LA,US,,,,America/Chicago,183.73,30.62500,-90.04400,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.61,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,80
G0043,GW0043 Slidell,LA,US,,,,America/Chicago,7.81,30.23100,-89.78983,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.61,2026-05-01T16:03:00-0500,2026-05-02T15:57:00-0500,precip_accum_since_local_midnight,283
D6888,DW6888 Gretna,LA,US,,,,America/Chicago,-2.49,29.87467,-90.03783,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.59,2026-05-01T16:03:00-0500,2026-05-02T15:53:00-0500,precip_accum_since_local_midnight,237
AW575,N4SZO-7 MOBILE,AL,US,,,,America/Chicago,135.01,30.63200,-88.17850,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.59,2026-05-01T16:00:00-0500,2026-05-02T15:50:00-0500,precip_accum_since_local_midnight,275
KGPT,Gulfport - Gulfport-Biloxi International Airport,MS,US,,,,America/Chicago,26.0,30.41194,-89.08083,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.58,2026-05-01T15:56:00-0500,2026-05-02T15:53:00-0500,precip_accum_one_hour,52
G0554,GW0554 Perkinston,MS,US,,,,America/Chicago,240.0,30.73850,-89.12817,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.58,2026-05-01T16:03:00-0500,2026-05-02T15:47:00-0500,precip_accum_since_local_midnight,281
FSHA1,FISH RIVER NEAR SILVERHILL 3W,AL,US,,,,America/Chicago,29.0,30.54528,-87.79861,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.57,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum,91
USA9,Fairhope,AL,US,,,,America/Chicago,125.0,30.54120,-87.88190,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.56,2026-05-01T16:02:00-0500,2026-05-02T15:50:00-0500,precip_accum_one_minute,1428
USA20,Castleberry,AL,US,,,,America/Chicago,250.0,31.29580,-87.03130,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.49,2026-05-01T16:02:00-0500,2026-05-02T15:50:00-0500,precip_accum_one_minute,1428
G2193,GW2193 GULF SHORES,AL,US,,,,America/Chicago,26.25,30.26933,-87.67700,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.49,2026-05-01T16:01:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
C1353,CW1353 Mobile,AL,US,,,,America/Chicago,160.6,30.60783,-88.25833,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.49,2026-05-01T16:04:00-0500,2026-05-02T15:54:00-0500,precip_accum_since_local_midnight,142
KNSE,Milton - Whiting Field Naval Air Station North,FL,US,,,,America/Chicago,184.0,30.72848,-87.02192,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.48,2026-05-01T15:56:00-0500,2026-05-02T15:56:00-0500,precip_accum_one_hour,20
AW503,KX4DU FAIRHOPE,AL,US,,,,America/Chicago,104.0,30.49100,-87.87483,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.47,2026-05-01T16:00:00-0500,2026-05-02T15:50:00-0500,precip_accum_since_local_midnight,286
YLBA1,Bayou La Batre,AL,US,,,,America/Chicago,13.0,30.3956,-88.2478,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.46,2026-05-01T16:03:00-0500,2026-05-02T15:49:00-0500,precip_accum_one_minute,1400
G6059,GW6059 PEARL RIVER,LA,US,,,,America/Chicago,39.37,30.36817,-89.77317,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.46,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
G0582,GW0582 Slidel,LA,US,,,,America/Chicago,18.6,30.31983,-89.77150,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.46,2026-05-01T16:00:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,287
SSTRN,Perdido Bay,,,,,,America/Chicago,,30.41397,-87.37181,248,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.45,2026-05-01T16:03:00-0500,2026-05-02T15:08:00-0500,precip_accum_since_local_midnight,276
USA19,Leaksville,MS,US,,,,America/Chicago,235.0,31.17650,-88.60010,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.44,2026-05-01T16:02:00-0500,2026-05-02T15:51:00-0500,precip_accum_one_minute,1429
KMJD,Picayune Municipal Airport,MS,US,,,,America/Chicago,55.0,30.48747,-89.65119,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.43,2026-05-01T15:55:00-0500,2026-05-02T15:35:00-0500,precip_accum_one_hour,70
F9380,FW9380 Gulf Breeze,FL,US,,,,America/Chicago,15.22,30.36100,-87.19100,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.43,2026-05-01T16:01:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,283
KBXA,"Bogalusa, George R Carr Memorial Air Field",LA,US,,,,America/Chicago,118.0,30.81361,-89.86472,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.37,2026-05-01T15:55:00-0500,2026-05-02T15:55:00-0500,precip_accum_one_hour,72
G6343,GW6343 FOLSOM,LA,US,,,,America/Chicago,154.2,30.62883,-90.18833,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.37,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,77
LKKM6,GREENE,MS,US,,,,America/Chicago,156.0,31.136940,-88.599720,2,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.36,2026-05-01T16:14:00-0500,2026-05-02T15:14:00-0500,precip_accum,23
G5825,GW5825 FOLSOM,LA,US,,,,America/Chicago,108.27,30.62933,-90.22483,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.35,2026-05-01T16:01:00-0500,2026-05-02T15:51:00-0500,precip_accum_since_local_midnight,231
G6357,GW6357 SLIDELL,LA,US,,,,America/Chicago,16.4,30.31283,-89.81633,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.34,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
G4878,GW4878 CITRONELLE,AL,US,,,,America/Chicago,301.84,31.09050,-88.22900,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.33,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
G4772,GW4772 GATESWOOD,AL,US,,,,America/Chicago,177.16,30.70833,-87.54767,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.33,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
E8473,EW8473 Gretna,LA,US,,,,America/Chicago,-1.84,29.90750,-90.04883,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.33,2026-05-01T16:00:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,287
PNTL1,TANGIPAHOA RIVER NEAR PONCHATOULA 6E,LA,US,,,,America/Chicago,45.0,30.44361,-90.33444,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.32,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,95
G0610,GW0610 Metairie,LA,US,,,,America/Chicago,-1.44,29.98450,-90.13883,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.32,2026-05-01T16:00:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,287
D9919,DW9919 Gulf Shores,AL,US,,,,America/Chicago,11.02,30.28783,-87.51133,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.32,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
BSHL1,BOGUE CHITTO RIVER NEAR BUSH 1NNE,LA,US,,,,America/Chicago,82.0,30.62917,-89.89722,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.32,2026-05-01T16:00:00-0500,2026-05-02T15:15:00-0500,precip_accum,93
D2686,DW2686 Robertsdale,AL,US,,,,America/Chicago,84.61,30.5255,-87.7285,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,1.3,2026-05-01T16:00:00-0500,2026-05-02T15:55:00-0500,precip_accum_since_local_midnight,288
